CCL	Drug	AUC
CCL_132	Drug_10	0.9296
CCL_132	Drug_17	0.9679
CCL_132	Drug_12	0.8949
CCL_132	Drug_13	0.7157
CCL_132	Drug_14	0.8324
CCL_132	Drug_15	0.8061
CCL_132	Drug_16	0.7761
CCL_132	Drug_18	0.6859
CCL_132	Drug_19	0.9937
CCL_132	Drug_20	0.7959
CCL_132	Drug_21	0.962
CCL_132	Drug_22	0.7557
CCL_132	Drug_23	0.8696
CCL_132	Drug_24	0.9871
CCL_134	Drug_11	0.6384
CCL_134	Drug_1	0.6406
CCL_134	Drug_2	0.452
CCL_134	Drug_3	0.8129
CCL_134	Drug_5	0.7109
CCL_134	Drug_6	0.7841
CCL_134	Drug_7	0.6675
CCL_134	Drug_9	0.3663
CCL_134	Drug_10	0.7533
CCL_134	Drug_12	0.8096
CCL_134	Drug_14	0.6416
CCL_134	Drug_15	0.7345
CCL_134	Drug_16	0.6852
CCL_134	Drug_18	0.5337
CCL_134	Drug_19	0.6983
CCL_134	Drug_20	0.7133
CCL_134	Drug_21	0.9074
CCL_134	Drug_22	0.7828
CCL_134	Drug_23	0.7891
CCL_136	Drug_11	0.7692
CCL_136	Drug_1	0.5579999999999999
CCL_136	Drug_2	0.4686
CCL_136	Drug_3	0.9314
CCL_136	Drug_5	0.5352
CCL_136	Drug_6	0.9214
CCL_136	Drug_7	0.6201
CCL_136	Drug_8	0.9741
CCL_136	Drug_9	0.257
CCL_136	Drug_10	0.6625
CCL_136	Drug_12	0.9763
CCL_136	Drug_13	0.7859999999999999
CCL_136	Drug_14	0.8391
CCL_136	Drug_15	0.8553
CCL_136	Drug_16	0.6659
CCL_136	Drug_18	0.5279
CCL_136	Drug_19	0.8499
CCL_136	Drug_20	0.6997
CCL_136	Drug_21	0.9474
CCL_136	Drug_22	0.7418
CCL_136	Drug_23	0.8413
CCL_136	Drug_24	0.9202
CCL_142	Drug_11	0.7897
CCL_142	Drug_1	0.9264
CCL_142	Drug_2	0.5068
CCL_142	Drug_3	0.8334
CCL_142	Drug_4	0.6298
CCL_142	Drug_5	0.6168
CCL_142	Drug_6	0.8952
CCL_142	Drug_7	0.855
CCL_142	Drug_8	0.868
CCL_142	Drug_9	0.4077
CCL_142	Drug_10	0.9828
CCL_142	Drug_17	0.8388
CCL_142	Drug_12	0.9259
CCL_142	Drug_13	0.8079999999999999
CCL_142	Drug_14	0.753
CCL_142	Drug_15	0.7358
CCL_142	Drug_16	0.8568
CCL_142	Drug_18	0.5874
CCL_142	Drug_19	0.8371
CCL_142	Drug_20	0.8444
CCL_142	Drug_21	1.0
CCL_142	Drug_22	0.9312
CCL_142	Drug_23	0.8129
CCL_142	Drug_24	0.8951
CCL_143	Drug_11	0.7451
CCL_143	Drug_1	0.716
CCL_143	Drug_2	0.4343
CCL_143	Drug_3	0.9875
CCL_143	Drug_4	0.6327
CCL_143	Drug_5	0.6643
CCL_143	Drug_6	0.7133
CCL_143	Drug_7	0.6929
CCL_143	Drug_8	0.9388
CCL_143	Drug_9	0.4047
CCL_143	Drug_10	0.7136
CCL_143	Drug_17	0.8532
CCL_143	Drug_12	0.8494
CCL_143	Drug_13	0.6888
CCL_143	Drug_14	0.8093
CCL_143	Drug_15	0.9396
CCL_143	Drug_16	0.6853
CCL_143	Drug_18	0.5701
CCL_143	Drug_19	0.9795
CCL_143	Drug_20	0.6916
CCL_143	Drug_21	0.8423
CCL_143	Drug_22	0.7573
CCL_143	Drug_23	0.9085
CCL_143	Drug_24	0.9838
CCL_144	Drug_11	0.9376
CCL_144	Drug_1	0.9154
CCL_144	Drug_2	0.5283
CCL_144	Drug_3	0.8569
CCL_144	Drug_4	0.7043
CCL_144	Drug_5	0.685
CCL_144	Drug_6	0.9732
CCL_144	Drug_7	0.7082
CCL_144	Drug_8	0.8553
CCL_144	Drug_9	0.5166
CCL_144	Drug_10	0.7768
CCL_144	Drug_17	0.9367
CCL_144	Drug_12	0.9816
CCL_144	Drug_13	0.7535
CCL_144	Drug_14	0.8008
CCL_144	Drug_15	0.8737
CCL_144	Drug_16	0.8994
CCL_144	Drug_18	0.6122
CCL_144	Drug_19	0.9496
CCL_144	Drug_20	0.8353
CCL_144	Drug_21	0.9253
CCL_144	Drug_22	0.903
CCL_144	Drug_23	0.8486
CCL_144	Drug_24	0.8621
CCL_145	Drug_11	0.8136
CCL_145	Drug_1	0.7298
CCL_145	Drug_2	0.4648
CCL_145	Drug_3	0.931
CCL_145	Drug_5	0.6253
CCL_145	Drug_6	0.867
CCL_145	Drug_7	0.7290000000000001
CCL_145	Drug_8	0.9384
CCL_145	Drug_9	0.6859999999999999
CCL_145	Drug_10	0.7348
CCL_145	Drug_17	0.8864
CCL_145	Drug_12	0.9852
CCL_145	Drug_13	0.8498
CCL_145	Drug_14	0.7809999999999999
CCL_145	Drug_15	0.9136
CCL_145	Drug_16	0.775
CCL_145	Drug_18	0.7433
CCL_145	Drug_19	0.838
CCL_145	Drug_20	0.6495
CCL_145	Drug_21	0.8371
CCL_145	Drug_22	0.6853
CCL_145	Drug_23	0.823
CCL_145	Drug_24	0.9066
CCL_146	Drug_11	0.7303
CCL_146	Drug_1	0.9096
CCL_146	Drug_2	0.4991
CCL_146	Drug_3	0.9157
CCL_146	Drug_5	0.6415
CCL_146	Drug_6	0.8449
CCL_146	Drug_7	0.5502
CCL_146	Drug_9	0.3162
CCL_146	Drug_10	0.784
CCL_146	Drug_12	0.799
CCL_146	Drug_14	0.6659999999999999
CCL_146	Drug_15	0.8022
CCL_146	Drug_16	0.815
CCL_146	Drug_18	0.639
CCL_146	Drug_19	0.8318
CCL_146	Drug_20	0.9126
CCL_146	Drug_21	0.9382
CCL_146	Drug_22	0.7926
CCL_146	Drug_23	0.8427
CCL_147	Drug_11	0.8485
CCL_147	Drug_1	0.9426
CCL_147	Drug_2	0.397
CCL_147	Drug_3	0.8516
CCL_147	Drug_4	0.5876
CCL_147	Drug_5	0.8035
CCL_147	Drug_6	0.8557
CCL_147	Drug_7	0.8947
CCL_147	Drug_8	0.9328
CCL_147	Drug_9	0.4981
CCL_147	Drug_10	0.9451
CCL_147	Drug_17	0.8149
CCL_147	Drug_12	0.9713
CCL_147	Drug_13	0.8327
CCL_147	Drug_14	0.9536
CCL_147	Drug_15	0.8958
CCL_147	Drug_16	0.975
CCL_147	Drug_18	0.5842
CCL_147	Drug_19	0.8956
CCL_147	Drug_20	0.9417
CCL_147	Drug_21	0.9863
CCL_147	Drug_22	0.9689
CCL_147	Drug_23	0.838
CCL_147	Drug_24	0.828
CCL_151	Drug_11	0.7054
CCL_151	Drug_1	0.7187
CCL_151	Drug_2	0.5137
CCL_151	Drug_3	0.9389
CCL_151	Drug_4	0.6991
CCL_151	Drug_5	0.7214
CCL_151	Drug_6	0.9445
CCL_151	Drug_7	0.5671
CCL_151	Drug_8	0.9473
CCL_151	Drug_9	0.4618
CCL_151	Drug_10	0.7605
CCL_151	Drug_17	0.7933
CCL_151	Drug_12	0.9201
CCL_151	Drug_13	0.8093
CCL_151	Drug_14	0.6367
CCL_151	Drug_15	0.8352
CCL_151	Drug_16	0.8836
CCL_151	Drug_18	0.4988
CCL_151	Drug_19	0.8361
CCL_151	Drug_20	0.8223
CCL_151	Drug_21	0.8965
CCL_151	Drug_22	0.6998
CCL_151	Drug_23	0.7831
CCL_151	Drug_24	1.0
CCL_152	Drug_11	0.8656
CCL_152	Drug_1	0.8965
CCL_152	Drug_2	0.5371
CCL_152	Drug_3	0.855
CCL_152	Drug_4	0.6517
CCL_152	Drug_5	0.7234
CCL_152	Drug_6	0.96
CCL_152	Drug_7	0.8195
CCL_152	Drug_8	0.9183
CCL_152	Drug_9	0.5381
CCL_152	Drug_10	0.9159
CCL_152	Drug_17	0.8371
CCL_152	Drug_12	0.9651
CCL_152	Drug_13	0.8395
CCL_152	Drug_14	0.7623
CCL_152	Drug_15	0.8976
CCL_152	Drug_16	0.85
CCL_152	Drug_18	0.6991
CCL_152	Drug_19	0.9947
CCL_152	Drug_20	0.9684
CCL_152	Drug_21	0.9835
CCL_152	Drug_22	0.8757
CCL_152	Drug_23	0.8216
CCL_152	Drug_24	0.9712
CCL_154	Drug_11	0.8474
CCL_154	Drug_1	0.6714
CCL_154	Drug_2	0.4605
CCL_154	Drug_3	0.9658
CCL_154	Drug_5	0.6653
CCL_154	Drug_6	0.9151
CCL_154	Drug_7	0.7127
CCL_154	Drug_9	0.5772
CCL_154	Drug_10	0.7434
CCL_154	Drug_12	0.9511
CCL_154	Drug_13	0.9144
CCL_154	Drug_14	0.8174
CCL_154	Drug_15	0.8401
CCL_154	Drug_16	0.7551
CCL_154	Drug_18	0.5443
CCL_154	Drug_19	0.9
CCL_154	Drug_20	0.736
CCL_154	Drug_21	0.9477
CCL_154	Drug_22	0.7283
CCL_154	Drug_23	0.8446
CCL_154	Drug_24	0.9925
CCL_159	Drug_11	0.6875
CCL_159	Drug_1	0.7912
CCL_159	Drug_2	0.3469
CCL_159	Drug_3	0.9701
CCL_159	Drug_5	0.6269
CCL_159	Drug_6	0.8264
CCL_159	Drug_7	0.3488
CCL_159	Drug_9	0.2997
CCL_159	Drug_10	0.4075
CCL_159	Drug_12	0.9602
CCL_159	Drug_13	0.84
CCL_159	Drug_14	0.7172
CCL_159	Drug_15	0.8583
CCL_159	Drug_16	0.8390000000000001
CCL_159	Drug_18	0.425
CCL_159	Drug_19	0.9043
CCL_159	Drug_20	0.9248
CCL_159	Drug_21	0.8725
CCL_159	Drug_22	0.7566
CCL_159	Drug_23	0.8331
CCL_159	Drug_24	0.8752
CCL_160	Drug_11	0.8253
CCL_160	Drug_1	0.7771
CCL_160	Drug_2	0.4542
CCL_160	Drug_3	0.9121
CCL_160	Drug_4	0.4668
CCL_160	Drug_5	0.438
CCL_160	Drug_6	0.8622
CCL_160	Drug_7	0.9061
CCL_160	Drug_8	0.8003
CCL_160	Drug_9	0.2991
CCL_160	Drug_10	0.927
CCL_160	Drug_17	0.97
CCL_160	Drug_12	0.985
CCL_160	Drug_13	0.7896
CCL_160	Drug_14	0.836
CCL_160	Drug_15	0.7909999999999999
CCL_160	Drug_16	0.965
CCL_160	Drug_18	0.5925
CCL_160	Drug_19	0.895
CCL_160	Drug_20	0.9696
CCL_160	Drug_21	0.9121
CCL_160	Drug_22	0.8887
CCL_160	Drug_23	0.8069
CCL_160	Drug_24	1.0
CCL_168	Drug_11	0.7843
CCL_168	Drug_1	0.9646
CCL_168	Drug_2	0.4136
CCL_168	Drug_3	0.8253
CCL_168	Drug_5	0.63
CCL_168	Drug_6	0.9201
CCL_168	Drug_7	0.3328
CCL_168	Drug_8	0.7669
CCL_168	Drug_9	0.4431
CCL_168	Drug_10	0.5156
CCL_168	Drug_17	0.8199
CCL_168	Drug_12	0.6526
CCL_168	Drug_13	0.6458
CCL_168	Drug_14	0.6982
CCL_168	Drug_15	0.8031
CCL_168	Drug_16	0.9196
CCL_168	Drug_18	0.4853
CCL_168	Drug_19	0.9612
CCL_168	Drug_20	0.9593
CCL_168	Drug_21	0.9431
CCL_168	Drug_22	0.9528
CCL_168	Drug_23	0.8677
CCL_168	Drug_24	0.9914
CCL_169	Drug_11	0.6947
CCL_169	Drug_1	0.8777
CCL_169	Drug_2	0.4935
CCL_169	Drug_3	0.8034
CCL_169	Drug_4	0.6111
CCL_169	Drug_5	0.6417
CCL_169	Drug_6	0.9516
CCL_169	Drug_7	0.867
CCL_169	Drug_8	0.7986
CCL_169	Drug_9	0.5488
CCL_169	Drug_10	0.9527
CCL_169	Drug_17	0.8264
CCL_169	Drug_12	0.8352
CCL_169	Drug_13	0.6249
CCL_169	Drug_14	0.6184
CCL_169	Drug_15	0.7942
CCL_169	Drug_16	0.8804
CCL_169	Drug_18	0.6624
CCL_169	Drug_19	0.8329
CCL_169	Drug_20	0.8714
CCL_169	Drug_21	0.8472
CCL_169	Drug_22	0.8688
CCL_169	Drug_23	0.7933
CCL_169	Drug_24	0.8534
CCL_171	Drug_11	0.8191
CCL_171	Drug_1	0.8036
CCL_171	Drug_2	0.5831
CCL_171	Drug_3	0.8143
CCL_171	Drug_4	0.7294
CCL_171	Drug_5	0.7336
CCL_171	Drug_6	0.9285
CCL_171	Drug_7	0.6477
CCL_171	Drug_8	0.9135
CCL_171	Drug_9	0.7427
CCL_171	Drug_10	0.7582
CCL_171	Drug_17	0.8390000000000001
CCL_171	Drug_12	0.8371
CCL_171	Drug_13	0.7882
CCL_171	Drug_14	0.7623
CCL_171	Drug_15	0.8717
CCL_171	Drug_16	0.8346
CCL_171	Drug_18	0.5662
CCL_171	Drug_19	0.8446
CCL_171	Drug_20	0.8443
CCL_171	Drug_21	0.8557
CCL_171	Drug_22	0.8861
CCL_171	Drug_23	0.83
CCL_171	Drug_24	0.8361
CCL_172	Drug_11	0.8083
CCL_172	Drug_1	0.9417
CCL_172	Drug_2	0.4461
CCL_172	Drug_3	0.8284
CCL_172	Drug_4	0.6461
CCL_172	Drug_5	0.6578
CCL_172	Drug_6	0.9719
CCL_172	Drug_7	0.4648
CCL_172	Drug_8	0.8277
CCL_172	Drug_9	0.507
CCL_172	Drug_10	0.6034
CCL_172	Drug_17	0.81
CCL_172	Drug_12	0.6727
CCL_172	Drug_13	0.6548
CCL_172	Drug_14	0.8172
CCL_172	Drug_15	0.87
CCL_172	Drug_16	0.8223
CCL_172	Drug_18	0.5672
CCL_172	Drug_19	0.8216
CCL_172	Drug_20	0.984
CCL_172	Drug_21	0.8054
CCL_172	Drug_22	0.8401
CCL_172	Drug_23	0.8245
CCL_172	Drug_24	0.8308
CCL_175	Drug_11	0.77
CCL_175	Drug_1	0.9379
CCL_175	Drug_2	0.5251
CCL_175	Drug_3	0.9662
CCL_175	Drug_5	0.6154
CCL_175	Drug_6	0.7402
CCL_175	Drug_7	0.6826
CCL_175	Drug_9	0.43
CCL_175	Drug_10	0.7194
CCL_175	Drug_12	0.7545
CCL_175	Drug_14	0.8187
CCL_175	Drug_15	0.7844
CCL_175	Drug_16	0.7974
CCL_175	Drug_18	0.6859999999999999
CCL_175	Drug_19	0.8499
CCL_175	Drug_20	0.9406
CCL_175	Drug_21	0.9339
CCL_175	Drug_22	0.95
CCL_175	Drug_23	0.94
CCL_175	Drug_24	0.8902
CCL_180	Drug_11	0.8679
CCL_180	Drug_1	0.7883
CCL_180	Drug_2	0.5776
CCL_180	Drug_3	1.0
CCL_180	Drug_5	0.7479
CCL_180	Drug_6	0.9522
CCL_180	Drug_7	0.7072
CCL_180	Drug_9	0.6113
CCL_180	Drug_10	0.8002
CCL_180	Drug_12	0.9009
CCL_180	Drug_13	0.7899
CCL_180	Drug_14	0.9698
CCL_180	Drug_15	0.8317
CCL_180	Drug_16	0.7632
CCL_180	Drug_18	0.68
CCL_180	Drug_19	0.9202
CCL_180	Drug_20	0.9086
CCL_180	Drug_21	0.9471
CCL_180	Drug_22	0.8273
CCL_180	Drug_23	0.9734
CCL_180	Drug_24	0.9675
CCL_181	Drug_11	0.8034
CCL_181	Drug_1	0.9317
CCL_181	Drug_2	0.5072
CCL_181	Drug_3	0.7905
CCL_181	Drug_4	0.588
CCL_181	Drug_5	0.5971
CCL_181	Drug_6	0.9273
CCL_181	Drug_7	0.8641
CCL_181	Drug_8	0.8751
CCL_181	Drug_9	0.3844
CCL_181	Drug_10	0.8854
CCL_181	Drug_17	0.9504
CCL_181	Drug_12	0.8628
CCL_181	Drug_13	0.7658
CCL_181	Drug_14	0.8365
CCL_181	Drug_15	0.8536
CCL_181	Drug_16	0.9279
CCL_181	Drug_18	0.7018
CCL_181	Drug_19	0.9288
CCL_181	Drug_20	0.8758
CCL_181	Drug_21	0.9815
CCL_181	Drug_22	0.9351
CCL_181	Drug_23	0.8867
CCL_181	Drug_24	0.9204
CCL_188	Drug_11	0.8370000000000001
CCL_188	Drug_1	0.9093
CCL_188	Drug_2	0.5572
CCL_188	Drug_3	0.8486
CCL_188	Drug_4	0.6786
CCL_188	Drug_5	0.7283
CCL_188	Drug_6	0.9445
CCL_188	Drug_7	0.9827
CCL_188	Drug_8	0.9451
CCL_188	Drug_9	0.6812
CCL_188	Drug_10	0.9895
CCL_188	Drug_17	0.8129
CCL_188	Drug_12	0.9482
CCL_188	Drug_13	0.8548
CCL_188	Drug_14	0.7705
CCL_188	Drug_15	0.8529
CCL_188	Drug_16	0.9544
CCL_188	Drug_18	0.8098
CCL_188	Drug_19	0.9852
CCL_188	Drug_20	0.9431
CCL_188	Drug_21	0.9513
CCL_188	Drug_22	0.9408
CCL_188	Drug_23	0.9359
CCL_188	Drug_24	0.9761
CCL_197	Drug_11	0.8353
CCL_197	Drug_1	0.8499
CCL_197	Drug_2	0.4473
CCL_197	Drug_3	0.9147
CCL_197	Drug_4	0.5268
CCL_197	Drug_5	0.5404
CCL_197	Drug_6	0.8691
CCL_197	Drug_7	0.9707
CCL_197	Drug_8	0.9604
CCL_197	Drug_9	0.3542
CCL_197	Drug_10	0.9396
CCL_197	Drug_17	0.8325
CCL_197	Drug_12	0.8882
CCL_197	Drug_13	0.7998
CCL_197	Drug_14	0.8256
CCL_197	Drug_15	0.8546
CCL_197	Drug_16	0.8938
CCL_197	Drug_18	0.5973
CCL_197	Drug_19	0.9694
CCL_197	Drug_20	0.9395
CCL_197	Drug_21	0.9163
CCL_197	Drug_22	0.955
CCL_197	Drug_23	0.9122
CCL_197	Drug_24	1.0
CCL_199	Drug_11	0.8634
CCL_199	Drug_1	0.9457
CCL_199	Drug_2	0.5457
CCL_199	Drug_3	0.7966
CCL_199	Drug_4	0.5791
CCL_199	Drug_5	0.6143
CCL_199	Drug_6	0.9853
CCL_199	Drug_7	0.6728
CCL_199	Drug_8	0.8848
CCL_199	Drug_9	0.4191
CCL_199	Drug_10	0.701
CCL_199	Drug_17	0.9443
CCL_199	Drug_12	0.716
CCL_199	Drug_13	0.6839
CCL_199	Drug_14	0.7494
CCL_199	Drug_15	0.8802
CCL_199	Drug_16	0.8864
CCL_199	Drug_18	0.6784
CCL_199	Drug_19	0.9553
CCL_199	Drug_20	0.922
CCL_199	Drug_21	0.8454
CCL_199	Drug_22	0.8001
CCL_199	Drug_23	0.9031
CCL_199	Drug_24	1.0
CCL_201	Drug_11	0.7715
CCL_201	Drug_1	0.8217
CCL_201	Drug_2	0.3554
CCL_201	Drug_3	0.7632
CCL_201	Drug_4	0.3827
CCL_201	Drug_5	0.396
CCL_201	Drug_6	0.8284
CCL_201	Drug_7	0.8653
CCL_201	Drug_8	0.7533
CCL_201	Drug_9	0.2311
CCL_201	Drug_10	0.9171
CCL_201	Drug_17	0.7948
CCL_201	Drug_12	0.8253
CCL_201	Drug_13	0.6831
CCL_201	Drug_14	0.3737
CCL_201	Drug_15	0.7599
CCL_201	Drug_16	0.8590000000000001
CCL_201	Drug_18	0.4614
CCL_201	Drug_19	0.7104
CCL_201	Drug_20	0.7968
CCL_201	Drug_21	0.9444
CCL_201	Drug_22	0.8378
CCL_201	Drug_23	0.5687
CCL_201	Drug_24	0.6895
CCL_202	Drug_11	0.9255
CCL_202	Drug_1	0.7536
CCL_202	Drug_2	0.5383
CCL_202	Drug_3	0.9758
CCL_202	Drug_5	0.7449
CCL_202	Drug_6	0.8989
CCL_202	Drug_7	0.8123
CCL_202	Drug_8	0.8415
CCL_202	Drug_9	0.3537
CCL_202	Drug_10	0.871
CCL_202	Drug_17	0.8303
CCL_202	Drug_12	0.9551
CCL_202	Drug_13	0.8029
CCL_202	Drug_14	0.8511
CCL_202	Drug_15	0.8371
CCL_202	Drug_16	0.8502
CCL_202	Drug_18	0.7068
CCL_202	Drug_19	0.8666
CCL_202	Drug_20	0.8553
CCL_202	Drug_21	0.9255
CCL_202	Drug_22	0.8209
CCL_202	Drug_23	0.8533
CCL_202	Drug_24	0.9736
CCL_203	Drug_11	0.9511
CCL_203	Drug_1	0.8114
CCL_203	Drug_2	0.531
CCL_203	Drug_3	0.9815
CCL_203	Drug_4	0.7376
CCL_203	Drug_5	0.7522
CCL_203	Drug_6	0.96
CCL_203	Drug_7	0.7765
CCL_203	Drug_8	0.8286
CCL_203	Drug_9	0.4218
CCL_203	Drug_10	0.8297
CCL_203	Drug_17	0.9949
CCL_203	Drug_12	0.9752
CCL_203	Drug_13	0.8291
CCL_203	Drug_14	0.9113
CCL_203	Drug_15	0.8913
CCL_203	Drug_16	0.862
CCL_203	Drug_18	0.6444
CCL_203	Drug_19	0.9023
CCL_203	Drug_20	0.8992
CCL_203	Drug_21	0.9243
CCL_203	Drug_22	0.9216
CCL_203	Drug_23	0.8628
CCL_203	Drug_24	1.0
CCL_205	Drug_11	0.7173
CCL_205	Drug_1	0.8367
CCL_205	Drug_2	0.4769
CCL_205	Drug_3	0.8751
CCL_205	Drug_5	0.5817
CCL_205	Drug_6	0.8712
CCL_205	Drug_7	0.8405
CCL_205	Drug_8	0.857
CCL_205	Drug_9	0.3903
CCL_205	Drug_10	0.9431
CCL_205	Drug_17	0.7931
CCL_205	Drug_12	1.0
CCL_205	Drug_13	0.7394
CCL_205	Drug_14	0.7342
CCL_205	Drug_15	0.7992
CCL_205	Drug_16	0.9603
CCL_205	Drug_18	0.696
CCL_205	Drug_19	0.8223
CCL_205	Drug_20	0.9305
CCL_205	Drug_21	0.9488
CCL_205	Drug_22	0.8689
CCL_205	Drug_23	0.7255
CCL_205	Drug_24	0.8061
CCL_212	Drug_11	0.7954
CCL_212	Drug_1	0.8109999999999999
CCL_212	Drug_2	0.3703
CCL_212	Drug_3	0.7764
CCL_212	Drug_4	0.4772
CCL_212	Drug_5	0.5012
CCL_212	Drug_6	0.9754
CCL_212	Drug_7	0.9711
CCL_212	Drug_8	0.8297
CCL_212	Drug_9	0.4486
CCL_212	Drug_10	0.9465
CCL_212	Drug_17	0.8231
CCL_212	Drug_12	0.8401
CCL_212	Drug_13	0.7716
CCL_212	Drug_14	0.7273
CCL_212	Drug_15	0.7652
CCL_212	Drug_16	0.9061
CCL_212	Drug_18	0.6396
CCL_212	Drug_19	0.7802
CCL_212	Drug_20	0.7988
CCL_212	Drug_21	0.7632
CCL_212	Drug_22	0.8173
CCL_212	Drug_23	0.8361
CCL_212	Drug_24	0.7693
CCL_213	Drug_11	0.7895
CCL_213	Drug_1	0.7676
CCL_213	Drug_2	0.4328
CCL_213	Drug_3	0.8391
CCL_213	Drug_4	0.5718
CCL_213	Drug_5	0.6202
CCL_213	Drug_6	0.9259
CCL_213	Drug_7	0.7721
CCL_213	Drug_8	0.9743
CCL_213	Drug_9	0.3599
CCL_213	Drug_10	0.8762
CCL_213	Drug_17	0.8516
CCL_213	Drug_12	0.8268
CCL_213	Drug_13	0.6919
CCL_213	Drug_14	0.7519
CCL_213	Drug_15	0.7639
CCL_213	Drug_16	0.7809999999999999
CCL_213	Drug_18	0.5191
CCL_213	Drug_19	0.9714
CCL_213	Drug_20	0.8385
CCL_213	Drug_21	0.9591
CCL_213	Drug_22	0.795
CCL_213	Drug_23	0.8107
CCL_213	Drug_24	0.8516
CCL_215	Drug_11	0.8551
CCL_215	Drug_1	0.7891
CCL_215	Drug_2	0.4052
CCL_215	Drug_3	0.9793
CCL_215	Drug_5	0.6084
CCL_215	Drug_6	0.5579
CCL_215	Drug_7	0.5336
CCL_215	Drug_9	0.3352
CCL_215	Drug_10	0.6173
CCL_215	Drug_12	0.9775
CCL_215	Drug_14	0.847
CCL_215	Drug_15	0.836
CCL_215	Drug_16	0.8489
CCL_215	Drug_18	0.4974
CCL_215	Drug_19	0.7045
CCL_215	Drug_20	0.8158
CCL_215	Drug_21	0.8759999999999999
CCL_215	Drug_22	0.8292
CCL_215	Drug_23	0.9849
CCL_215	Drug_24	0.9255
CCL_216	Drug_11	0.9267
CCL_216	Drug_1	0.8296
CCL_216	Drug_2	0.5412
CCL_216	Drug_3	0.8516
CCL_216	Drug_5	0.6417
CCL_216	Drug_6	0.8590000000000001
CCL_216	Drug_7	0.9074
CCL_216	Drug_8	0.8709
CCL_216	Drug_9	0.4296
CCL_216	Drug_10	1.0
CCL_216	Drug_17	0.9468
CCL_216	Drug_12	0.9763
CCL_216	Drug_13	0.799
CCL_216	Drug_14	0.8308
CCL_216	Drug_15	0.9654
CCL_216	Drug_16	0.8459
CCL_216	Drug_18	0.7308
CCL_216	Drug_19	0.8543
CCL_216	Drug_20	0.9739
CCL_216	Drug_21	0.9532
CCL_216	Drug_22	0.8299
CCL_216	Drug_23	0.9453
CCL_216	Drug_24	0.9418
CCL_217	Drug_11	0.7719
CCL_217	Drug_1	0.7828
CCL_217	Drug_2	0.4624
CCL_217	Drug_3	0.9235
CCL_217	Drug_4	0.5712
CCL_217	Drug_5	0.5457
CCL_217	Drug_6	0.9144
CCL_217	Drug_7	0.481
CCL_217	Drug_8	0.8304
CCL_217	Drug_9	0.3192
CCL_217	Drug_10	0.652
CCL_217	Drug_17	0.9254
CCL_217	Drug_12	0.9558
CCL_217	Drug_13	0.8058
CCL_217	Drug_14	0.8129
CCL_217	Drug_15	0.9465
CCL_217	Drug_16	0.936
CCL_217	Drug_18	0.5451
CCL_217	Drug_19	0.7599
CCL_217	Drug_20	0.8021
CCL_217	Drug_21	0.9608
CCL_217	Drug_22	0.8611
CCL_217	Drug_23	0.4713
CCL_217	Drug_24	0.9513
CCL_221	Drug_11	0.8436
CCL_221	Drug_1	0.8320000000000001
CCL_221	Drug_2	0.5466
CCL_221	Drug_3	0.8516
CCL_221	Drug_4	0.691
CCL_221	Drug_5	0.7381
CCL_221	Drug_6	0.9365
CCL_221	Drug_7	0.7731
CCL_221	Drug_8	0.9738
CCL_221	Drug_9	0.7666
CCL_221	Drug_10	0.8448
CCL_221	Drug_17	0.8361
CCL_221	Drug_12	0.989
CCL_221	Drug_13	0.7971
CCL_221	Drug_14	0.8555
CCL_221	Drug_15	0.9382
CCL_221	Drug_16	0.8888
CCL_221	Drug_18	0.7524
CCL_221	Drug_19	0.957
CCL_221	Drug_20	0.8019
CCL_221	Drug_21	0.9633
CCL_221	Drug_22	0.7664
CCL_221	Drug_23	0.8325
CCL_221	Drug_24	1.0
CCL_223	Drug_11	0.8281
CCL_223	Drug_1	0.7876
CCL_223	Drug_2	0.406
CCL_223	Drug_3	0.8244
CCL_223	Drug_4	0.6501
CCL_223	Drug_5	0.6745
CCL_223	Drug_6	0.6383
CCL_223	Drug_7	0.8961
CCL_223	Drug_8	0.8802
CCL_223	Drug_9	0.3624
CCL_223	Drug_10	0.989
CCL_223	Drug_17	0.9504
CCL_223	Drug_12	0.9941
CCL_223	Drug_13	0.7522
CCL_223	Drug_14	0.8424
CCL_223	Drug_15	0.8911
CCL_223	Drug_16	0.8486
CCL_223	Drug_18	0.6051
CCL_223	Drug_19	0.8053
CCL_223	Drug_20	0.8243
CCL_223	Drug_21	0.9576
CCL_223	Drug_22	0.7664
CCL_223	Drug_23	0.8134
CCL_223	Drug_24	0.9422
CCL_224	Drug_11	0.8052
CCL_224	Drug_1	0.8125
CCL_224	Drug_2	0.5731
CCL_224	Drug_3	0.8535
CCL_224	Drug_4	0.6988
CCL_224	Drug_5	0.6836
CCL_224	Drug_6	0.888
CCL_224	Drug_7	0.8216
CCL_224	Drug_8	0.9775
CCL_224	Drug_9	0.5847
CCL_224	Drug_10	0.8549
CCL_224	Drug_17	0.85
CCL_224	Drug_12	0.8253
CCL_224	Drug_13	0.677
CCL_224	Drug_14	0.7033
CCL_224	Drug_15	0.8214
CCL_224	Drug_16	0.907
CCL_224	Drug_18	0.6883
CCL_224	Drug_19	0.9529
CCL_224	Drug_20	0.8305
CCL_224	Drug_21	0.9469
CCL_224	Drug_22	0.8793
CCL_224	Drug_23	0.8334
CCL_224	Drug_24	0.858
CCL_225	Drug_11	0.9079
CCL_225	Drug_2	0.3937
CCL_225	Drug_3	0.8253
